0.00000	0.00000
0.02500	0.00002
0.05000	0.00013
0.07500	0.00042
0.10000	0.00100
0.12500	0.00195
0.15000	0.00338
0.17500	0.00536
0.20000	0.00800
0.22500	0.01139
0.25000	0.01563
0.27500	0.02080
0.30000	0.02700
0.32500	0.03433
0.35000	0.04288
0.37500	0.05273
0.40000	0.06400
0.42500	0.07677
0.45000	0.09113
0.47500	0.10717
0.50000	0.12500
0.52500	0.14470
0.55000	0.16638
0.57500	0.19011
0.60000	0.21600
0.62500	0.24414
0.65000	0.27463
0.67500	0.30755
0.70000	0.34300
0.72500	0.38108
0.75000	0.42188
0.77500	0.46548
0.80000	0.51200
0.82500	0.56152
0.85000	0.61413
0.87500	0.66992
0.90000	0.72900
0.92500	0.79145
0.95000	0.85738
0.97500	0.92686
1.00000	1.00000
