0.00000	0.00000
0.02500	0.00063
0.05000	0.00250
0.07500	0.00563
0.10000	0.01000
0.12500	0.01563
0.15000	0.02250
0.17500	0.03063
0.20000	0.04000
0.22500	0.05063
0.25000	0.06250
0.27500	0.07563
0.30000	0.09000
0.32500	0.10563
0.35000	0.12250
0.37500	0.14063
0.40000	0.16000
0.42500	0.18063
0.45000	0.20250
0.47500	0.22563
0.50000	0.25000
0.52500	0.27563
0.55000	0.30250
0.57500	0.33063
0.60000	0.36000
0.62500	0.39063
0.65000	0.42250
0.67500	0.45563
0.70000	0.49000
0.72500	0.52563
0.75000	0.56250
0.77500	0.60063
0.80000	0.64000
0.82500	0.68063
0.85000	0.72250
0.87500	0.76563
0.90000	0.81000
0.92500	0.85563
0.95000	0.90250
0.97500	0.95063
1.00000	1.00000
